distance_km,hour_of_day,is_peak_hour,organ_priority_weight,eta_minutes
23.956,10,1,1.0,90.83
27.392,11,1,1.0,84.55
15.264,22,0,0.3,43.4
30.061,3,0,0.9,59.74
24.132,5,0,0.3,67.1
1610.8,8,1,0.3,261.7
22.509,10,1,0.9,86.38
1898.794,11,1,1.0,301.58
7.448,8,1,1.0,35.51
11.549,9,1,0.7,52.24
17.482,19,1,1.0,73.13
924.816,4,0,0.7,168.49
15.729,22,0,0.7,45.66
13.946,12,0,0.3,44.24
1485.508,16,0,1.0,253.18
18.483,11,1,1.0,73.25
14.441,13,0,1.0,33.47
28.124,12,0,0.7,60.7
2001.399,18,1,1.0,294.38
31.54,22,0,0.9,74.44
21.972,18,1,0.3,84.65
28.48,22,0,0.7,60.7
1589.545,14,0,0.7,274.3
13.984,10,1,0.9,60.36
1068.838,2,0,0.7,188.99
1587.237,7,0,0.7,239.71
18.035,3,0,1.0,39.44
14.24,21,1,0.9,54.2
27.209,11,1,0.7,77.58
4.09,18,1,0.7,21.64
22.845,4,0,0.7,66.04
17.662,2,0,0.7,47.55
24.86,3,0,0.7,56.34
13.196,1,0,0.7,37.96
13.988,10,1,1.0,56.02
19.567,2,0,0.9,49.92
29.856,9,1,0.9,108.27
22.674,3,0,1.0,61.7
25.034,13,0,1.0,61.09
1147.594,18,1,1.0,165.79
5.7,18,1,1.0,31.79
18.671,23,0,0.7,55.35
21.347,10,1,0.9,76.16
5.498,19,1,0.7,27.12
1353.012,0,0,0.3,248.49
11.419,18,1,0.3,49.85
19.305,6,0,0.3,58.19
27.679,18,1,0.9,98.78
355.918,2,0,0.7,129.55
1155.411,11,1,0.9,203.05
7.677,20,1,0.7,38.09
24.526,8,1,0.7,84.51
506.673,5,0,1.0,113.72
13.017,5,0,1.0,39.39
11.659,18,1,0.9,45.26
1748.685,23,0,0.3,277.59
239.115,23,0,0.9,128.49
20.186,15,0,1.0,47.77
8.079,19,1,1.0,37.46
1352.012,18,1,0.7,243.8
24.05,16,0,0.7,61.69
15.741,1,0,1.0,41.46
14.151,23,0,1.0,41.51
18.004,17,1,0.7,73.14
4.582,6,0,0.9,22.96
544.046,21,1,0.3,176.46
1575.448,13,0,1.0,228.97
16.873,13,0,0.7,57.93
4.966,0,0,0.7,18.74
28.262,4,0,1.0,70.66
26.254,10,1,0.7,93.63
2.067,11,1,1.0,15.23
29.517,0,0,1.0,75.94
4.303,1,0,0.9,23.55
946.492,19,1,0.9,200.6
6.09,12,0,0.7,22.57
25.943,4,0,1.0,61.56
240.911,4,0,0.3,136.21
21.881,13,0,0.3,55.82
12.125,11,1,1.0,44.11
1370.311,18,1,0.7,197.31
12.208,2,0,0.7,36.72
12.991,7,0,0.9,37.62
32.547,11,1,0.3,123.18
751.425,21,1,0.7,174.18
1950.546,3,0,0.9,295.24
9.091,23,0,0.9,33.68
1348.528,10,1,1.0,226.08
1.24,15,0,0.3,16.93
21.21,14,0,0.7,44.02
6.472,11,1,1.0,25.27
1583.899,13,0,0.7,275.78
294.799,12,0,0.7,112.16
17.23,5,0,1.0,42.99
4.764,10,1,1.0,26.38
13.079,22,0,1.0,35.19
26.355,4,0,0.7,62.02
19.757,21,1,1.0,69.17
19.933,2,0,0.7,52.21
24.976,5,0,0.7,62.67
1515.689,20,1,1.0,274.42
9.736,3,0,1.0,32.35
1379.619,9,1,0.7,245.18
3.421,1,0,0.7,17.51
24.111,12,0,0.7,63.5
544.72,9,1,1.0,155.0
28.452,11,1,0.9,86.41
30.906,15,0,1.0,67.66
7.595,10,1,0.7,42.7
7.541,14,0,0.7,24.89
9.982,6,0,0.9,24.44
8.766,11,1,1.0,34.04
18.152,13,0,1.0,46.41
543.182,18,1,0.3,146.86
1323.126,23,0,0.7,262.71
1365.567,5,0,0.7,251.11
4.389,22,0,0.3,26.93
3.894,9,1,0.7,22.8
916.745,13,0,1.0,172.77
1569.479,15,0,0.7,297.86
2.481,0,0,0.3,16.93
8.616,5,0,1.0,26.51
15.247,1,0,0.9,38.44
8.335,6,0,1.0,27.47
2.636,4,0,0.9,20.7
1302.373,2,0,1.0,218.76
13.174,5,0,1.0,38.23
8.74,2,0,1.0,30.37
1585.257,9,1,0.7,255.16
1765.586,7,0,0.7,294.61
1464.929,12,0,0.9,239.99
19.071,4,0,1.0,44.66
1077.723,1,0,0.3,192.27
289.766,8,1,0.3,125.42
7.37,7,0,0.7,23.58
15.535,1,0,0.3,42.21
1586.41,18,1,0.7,227.3
31.077,18,1,0.9,91.31
1994.287,14,0,1.0,325.65
24.334,20,1,1.0,74.85
15.949,8,1,0.7,57.75
8.327,8,1,0.7,40.34
21.068,21,1,0.3,92.97
16.879,22,0,0.7,46.98
17.497,18,1,0.9,60.44
18.83,1,0,1.0,43.89
23.692,13,0,0.9,62.34
19.903,12,0,1.0,54.09
14.804,16,0,0.3,44.51
1607.468,16,0,0.7,254.51
6.235,6,0,0.9,23.2
864.754,2,0,0.7,186.83
24.038,6,0,1.0,64.94
416.24,20,1,1.0,121.67
7.703,14,0,1.0,26.43
766.598,4,0,1.0,147.58
15.759,14,0,1.0,44.52
934.1,4,0,1.0,145.91
18.406,4,0,0.3,53.93
1587.754,14,0,0.9,263.06
20.336,17,1,0.9,73.64
1339.228,5,0,1.0,215.9
1359.531,2,0,1.0,205.21
13.697,15,0,1.0,37.44
957.732,8,1,1.0,211.56
19.39,12,0,0.7,48.45
12.245,1,0,1.0,33.85
26.368,13,0,0.7,59.66
490.849,13,0,0.9,164.64
3.172,22,0,1.0,17.01
15.489,11,1,0.7,60.75
1105.626,7,0,0.9,190.54
20.156,19,1,1.0,79.61
23.784,10,1,0.7,89.37
830.939,6,0,0.7,158.6
550.804,23,0,0.7,156.7
17.653,21,1,0.3,71.57
24.636,5,0,0.7,61.18
26.893,7,0,0.7,59.21
17.118,9,1,0.7,70.47
528.867,5,0,1.0,122.42
13.648,7,0,0.3,44.1
20.003,3,0,0.3,63.94
27.622,1,0,0.7,72.45
9.521,22,0,0.9,31.68
22.488,5,0,1.0,55.86
1743.657,8,1,1.0,257.86
26.913,20,1,0.7,93.3
14.613,17,1,0.9,52.62
22.421,16,0,1.0,51.42
25.549,10,1,1.0,86.14
587.717,22,0,0.7,176.23
911.61,16,0,1.0,170.47
6.073,15,0,0.3,25.09
3.489,22,0,0.7,23.04
24.825,14,0,1.0,59.15
621.179,19,1,0.9,159.14
4.366,13,0,0.7,26.0
21.711,6,0,0.9,54.9
30.697,16,0,0.7,75.15
8.14,4,0,0.7,33.96
0.914,15,0,0.7,19.3
12.707,4,0,0.9,40.36
615.915,8,1,1.0,128.25
4.259,7,0,0.7,24.11
16.622,0,0,0.3,52.12
513.318,20,1,0.7,129.67
6.972,13,0,0.7,22.76
26.931,17,1,0.7,91.63
1487.914,11,1,0.3,267.51
22.549,13,0,0.3,55.85
15.27,5,0,1.0,37.49
12.396,9,1,0.3,47.21
1175.776,20,1,0.7,206.38
12.078,13,0,1.0,38.83
18.845,16,0,0.7,49.57
21.147,2,0,1.0,45.1
23.743,7,0,0.7,56.26
1936.038,6,0,0.9,322.66
16.506,22,0,0.9,39.74
10.022,13,0,0.7,32.48
18.077,6,0,1.0,47.82
21.793,3,0,0.9,55.27
245.385,21,1,1.0,94.33
971.712,11,1,0.7,181.1
23.09,6,0,1.0,52.3
7.242,6,0,0.3,29.09
23.194,10,1,0.9,84.72
1165.939,15,0,1.0,203.41
24.963,17,1,1.0,85.57
18.853,19,1,0.7,74.36
8.247,2,0,1.0,28.78
3.1,0,0,0.7,21.83
29.258,16,0,0.7,67.78
17.443,10,1,0.7,74.44
929.295,18,1,0.7,173.87
362.758,3,0,0.3,141.21
511.075,20,1,1.0,115.6
7.69,20,1,0.7,42.56
24.971,23,0,0.7,61.78
1582.909,23,0,1.0,237.48
18.284,4,0,0.9,45.99
16.506,17,1,0.9,59.81
1978.429,16,0,1.0,275.37
1251.585,22,0,1.0,214.58
22.579,18,1,1.0,80.22
16.218,19,1,0.9,60.9
15.231,14,0,0.9,43.27
502.862,11,1,0.3,122.21
18.828,19,1,1.0,61.59
1662.831,16,0,0.7,263.47
417.141,23,0,1.0,139.89
4.989,17,1,0.7,25.74
24.394,22,0,0.7,57.96
13.32,17,1,1.0,42.5
3.228,22,0,0.9,21.75
10.582,19,1,0.7,49.13
121.65,7,0,0.3,111.06
30.389,16,0,1.0,71.04
7.394,21,1,0.3,36.53
6.258,10,1,0.3,37.09
13.219,0,0,0.9,38.24
1602.8,0,0,0.7,297.02
14.767,20,1,1.0,56.25
1447.725,9,1,0.7,247.16
278.867,9,1,1.0,127.85
1186.391,15,0,0.7,217.57
29.59,19,1,0.7,105.26
960.393,10,1,0.9,183.54
1.908,21,1,0.7,15.21
16.102,22,0,1.0,44.15
13.523,11,1,1.0,44.05
493.367,15,0,0.9,149.08
913.601,17,1,0.7,160.96
21.045,2,0,0.3,65.19
8.461,21,1,0.3,49.15
12.066,5,0,0.3,36.2
10.843,19,1,1.0,43.72
14.964,1,0,0.3,38.82
11.67,20,1,0.7,39.92
18.912,6,0,1.0,46.49
1628.944,13,0,0.3,277.41
6.615,3,0,0.3,28.98
23.627,12,0,0.7,65.81
12.896,0,0,0.3,37.22
1088.935,23,0,0.3,216.2
1082.777,15,0,1.0,177.32
1578.47,1,0,1.0,249.62
21.612,7,0,1.0,45.92
31.165,9,1,0.7,97.54
24.297,15,0,0.9,59.32
21.779,23,0,1.0,39.64
19.367,3,0,0.9,43.27
882.338,10,1,0.7,213.44
1462.113,3,0,0.7,241.45
5.771,21,1,0.7,26.56
10.446,1,0,0.7,29.03
15.198,0,0,1.0,44.93
251.19,20,1,1.0,121.04
13.886,3,0,1.0,42.76
9.867,23,0,1.0,31.24
981.924,14,0,0.9,172.28
27.573,9,1,1.0,92.6
406.753,7,0,1.0,127.06
3.957,2,0,1.0,20.4
27.129,10,1,0.3,101.96
23.472,5,0,0.9,55.46
12.271,17,1,0.7,47.55
6.599,16,0,1.0,23.05
11.154,4,0,1.0,31.77
15.775,19,1,1.0,54.75
24.498,11,1,0.7,80.57
29.902,18,1,1.0,82.93
22.003,4,0,0.7,57.66
12.584,6,0,1.0,36.06
593.381,1,0,0.7,144.6
24.593,5,0,0.7,69.86
898.722,18,1,0.9,161.76
12.369,9,1,0.7,46.76
14.172,18,1,1.0,57.07
29.051,9,1,1.0,105.6
501.303,1,0,0.9,127.75
504.057,10,1,0.3,162.49
12.637,8,1,1.0,54.89
13.055,14,0,0.7,39.55
6.707,15,0,1.0,23.08
22.245,15,0,0.7,61.51
866.1,23,0,0.7,161.6
33.3,7,0,0.3,86.03
21.998,16,0,1.0,57.61
28.724,3,0,0.9,70.61
17.88,5,0,0.7,50.96
16.45,0,0,1.0,41.63
10.18,22,0,0.7,33.59
1940.109,14,0,0.7,274.75
10.729,13,0,1.0,32.2
34.215,7,0,1.0,78.2
28.97,5,0,0.7,70.23
10.889,4,0,0.7,39.42
24.779,12,0,0.3,66.52
506.947,12,0,0.9,130.89
1036.589,15,0,1.0,207.04
20.658,1,0,1.0,50.76
16.457,12,0,0.3,43.26
19.064,15,0,0.3,54.26
11.268,10,1,0.3,46.92
3.71,15,0,1.0,17.42
19.418,14,0,1.0,45.28
628.603,8,1,0.7,150.33
22.398,17,1,0.3,83.86
10.198,14,0,1.0,28.46
23.062,7,0,1.0,56.14
1650.569,2,0,1.0,272.24
11.625,17,1,1.0,52.1
13.221,19,1,0.7,52.84
1581.07,0,0,0.7,233.07
153.679,14,0,0.3,83.64
6.211,2,0,0.3,22.95
26.118,15,0,1.0,57.79
945.738,4,0,1.0,178.25
15.815,19,1,0.7,62.6
1326.417,17,1,1.0,231.39
25.366,11,1,0.9,72.64
30.534,15,0,0.7,67.7
19.114,1,0,0.3,52.83
1367.397,12,0,0.7,230.33
8.914,8,1,1.0,34.25
7.778,16,0,0.7,33.35
9.904,11,1,0.3,42.91
1.735,0,0,0.7,15.64
951.056,10,1,1.0,180.14
507.794,20,1,1.0,130.67
1182.126,5,0,0.3,261.47
13.256,8,1,0.7,54.63
939.876,15,0,0.7,199.47
483.225,0,0,0.7,168.7
25.169,7,0,0.3,69.83
1910.409,5,0,1.0,310.03
19.005,12,0,0.3,57.82
905.525,5,0,1.0,153.36
16.075,9,1,0.7,57.04
1146.379,6,0,0.9,214.93
7.201,19,1,0.7,27.36
19.716,16,0,1.0,46.51
1183.446,4,0,0.9,211.93
24.27,1,0,0.7,56.48
34.727,23,0,1.0,85.48
31.309,8,1,0.9,104.53
845.299,5,0,1.0,168.69
1478.728,1,0,0.9,243.1
22.4,4,0,1.0,55.45
19.052,13,0,0.7,52.2
20.379,14,0,0.7,44.94
14.276,22,0,0.7,40.79
13.147,21,1,0.7,54.23
22.432,12,0,0.3,68.18
12.482,7,0,1.0,39.52
2089.278,12,0,1.0,286.77
224.987,16,0,1.0,126.15
7.887,21,1,1.0,34.18
16.139,11,1,0.3,64.05
17.178,15,0,1.0,43.66
28.403,13,0,0.3,71.81
14.719,19,1,1.0,53.17
22.133,15,0,1.0,51.57
16.709,15,0,1.0,45.76
9.401,6,0,0.3,29.4
19.595,6,0,1.0,49.06
1376.059,2,0,0.9,267.02
20.742,7,0,0.9,58.85
29.854,0,0,0.7,68.21
15.078,19,1,0.3,63.77
17.569,19,1,0.7,71.26
20.156,7,0,1.0,43.3
22.16,12,0,0.9,55.87
7.924,5,0,0.7,24.06
1452.709,13,0,1.0,227.98
15.008,2,0,1.0,41.23
14.158,19,1,0.9,54.32
11.853,16,0,0.7,33.14
5.694,21,1,1.0,26.88
8.215,4,0,1.0,31.81
1508.679,2,0,0.7,264.96
11.596,9,1,0.7,49.01
16.431,12,0,1.0,40.57
25.814,12,0,0.7,69.05
16.075,6,0,0.7,47.92
25.533,20,1,1.0,79.43
1187.183,5,0,0.9,212.79
11.582,0,0,0.7,31.97
15.07,16,0,0.3,41.26
9.125,13,0,0.9,26.95
1393.92,8,1,0.9,249.76
4.726,7,0,1.0,17.88
26.143,9,1,0.7,92.03
13.03,19,1,0.3,57.96
431.526,1,0,0.7,130.86
1323.895,3,0,0.7,218.05
9.92,10,1,1.0,38.02
35.059,0,0,0.3,94.24
12.528,17,1,0.7,53.51
10.674,23,0,0.3,34.24
21.651,8,1,0.7,77.01
502.05,7,0,1.0,126.38
16.199,20,1,0.7,61.5
17.657,17,1,0.3,71.23
11.897,12,0,0.9,41.3
19.405,16,0,0.7,49.73
3.295,11,1,0.3,22.3
24.052,21,1,0.7,88.32
28.913,18,1,0.7,106.27
7.532,4,0,1.0,31.42
9.614,14,0,0.7,29.57
24.386,15,0,1.0,58.1
15.303,9,1,1.0,59.07
11.807,1,0,0.3,36.91
12.531,2,0,1.0,33.38
7.786,5,0,0.9,28.84
1131.552,17,1,0.3,249.93
2.473,0,0,0.7,21.35
12.145,2,0,1.0,30.69
14.5,9,1,0.7,60.92
18.818,18,1,0.3,69.73
434.146,10,1,0.3,126.33
18.691,10,1,1.0,61.38
16.64,20,1,0.7,64.32
37.89,2,0,0.7,88.08
20.107,0,0,0.9,52.29
912.425,22,0,0.9,157.93
8.287,7,0,0.7,27.64
1256.97,17,1,1.0,223.54
10.322,8,1,0.7,41.07
18.054,2,0,1.0,47.01
18.86,16,0,1.0,46.88
1081.198,12,0,1.0,176.72
2019.404,17,1,1.0,290.15
3.45,8,1,0.9,25.59
18.457,5,0,0.3,58.65
15.971,10,1,1.0,61.59
498.102,8,1,0.7,127.88
13.248,3,0,0.9,43.3
503.126,12,0,0.9,152.62
31.111,5,0,1.0,69.32
15.477,0,0,0.7,39.8
1378.036,3,0,0.7,235.58
31.313,23,0,0.9,71.64
10.584,15,0,0.7,29.08
420.429,15,0,0.7,151.53
5.162,17,1,0.7,26.63
1454.797,15,0,1.0,240.61
857.952,14,0,0.3,207.95
8.364,21,1,0.7,39.73
4.495,2,0,0.3,25.42
16.774,14,0,0.7,46.33
5.489,23,0,0.9,25.23
19.687,3,0,0.3,49.48
23.494,2,0,1.0,58.39
441.033,18,1,0.7,120.29
1447.117,6,0,1.0,250.57
8.53,5,0,0.3,30.44
16.659,15,0,1.0,42.08
10.804,19,1,1.0,48.5
17.445,16,0,0.3,56.32
28.82,11,1,0.9,98.9
515.815,7,0,0.7,139.49
10.045,10,1,1.0,45.09
1184.133,6,0,1.0,210.5
10.649,0,0,0.7,29.86
19.668,2,0,0.7,49.62
15.689,5,0,1.0,39.76
16.501,19,1,0.7,66.83
872.672,11,1,1.0,188.14
13.184,10,1,0.7,53.93
1549.645,5,0,0.7,226.52
10.051,19,1,0.9,43.98
23.376,18,1,0.7,84.13
7.062,20,1,1.0,33.85
15.195,19,1,0.7,57.45
1652.991,11,1,0.7,273.4
20.956,6,0,0.3,65.45
22.165,22,0,1.0,59.52
3.845,13,0,0.7,22.03
22.362,10,1,1.0,74.39
25.918,18,1,1.0,92.61
32.472,10,1,0.9,114.04
9.3,1,0,0.3,34.48
19.021,2,0,0.3,57.81
1079.78,7,0,1.0,224.19
20.475,22,0,1.0,57.04
3.002,17,1,0.7,23.82
943.032,5,0,0.7,217.08
19.575,21,1,0.7,80.34
12.339,4,0,1.0,30.77
28.466,9,1,1.0,104.85
4.772,6,0,0.7,22.56
19.651,2,0,0.9,45.4
1945.857,20,1,1.0,321.77
29.239,16,0,0.3,73.34
6.662,12,0,1.0,22.75
22.39,22,0,0.7,55.99
28.72,1,0,0.7,69.78
15.082,7,0,1.0,43.99
1996.452,7,0,0.7,289.53
12.278,0,0,0.7,30.61
28.571,4,0,0.7,75.51
23.807,1,0,0.7,55.47
5.506,19,1,0.7,35.71
1096.701,7,0,0.7,167.48
21.976,7,0,0.7,54.49
13.393,1,0,0.3,41.18
28.118,17,1,0.9,95.84
9.917,1,0,0.7,31.71
29.524,23,0,1.0,66.07
1191.671,23,0,0.9,234.99
8.601,0,0,1.0,25.26
11.093,12,0,1.0,35.99
21.21,17,1,1.0,66.46
11.889,4,0,1.0,36.81
223.963,20,1,0.7,127.57
19.976,21,1,0.9,75.77
21.501,13,0,1.0,55.4
20.685,13,0,0.7,56.76
21.207,12,0,0.3,66.33
25.801,9,1,0.9,83.33
27.258,8,1,0.7,111.71
863.311,1,0,1.0,205.64
466.599,8,1,0.7,145.85
23.631,0,0,1.0,53.81
17.297,7,0,0.3,48.23
18.158,7,0,1.0,48.52
27.088,7,0,1.0,66.09
5.217,17,1,1.0,29.12
26.504,0,0,0.7,57.8
1749.866,1,0,0.7,274.13
11.539,20,1,0.3,51.49
15.789,4,0,0.9,37.73
1574.189,7,0,0.7,317.74
8.676,19,1,0.7,35.56
29.075,12,0,1.0,65.06
19.662,5,0,0.7,59.05
120.08,6,0,0.7,79.65
5.628,14,0,0.7,25.58
1354.508,22,0,0.3,257.96
1.453,22,0,0.3,19.0
17.955,20,1,0.3,80.13
1034.725,17,1,1.0,194.8
12.604,10,1,0.7,54.25
1537.195,10,1,1.0,271.48
9.308,13,0,0.3,32.51
6.708,16,0,1.0,22.04
17.723,11,1,0.7,71.15
1456.303,2,0,0.7,249.8
12.897,3,0,0.3,46.37
13.871,14,0,0.3,47.5
17.663,15,0,1.0,49.27
19.126,21,1,1.0,70.28
12.543,12,0,0.3,36.66
5.806,17,1,1.0,30.82
18.011,8,1,0.7,64.79
24.015,22,0,0.3,68.66
5.391,21,1,1.0,29.32
25.001,6,0,1.0,50.13
18.797,23,0,0.9,43.61
510.001,0,0,1.0,121.18
440.96,14,0,1.0,122.05
508.419,14,0,1.0,159.26
9.387,4,0,1.0,27.09
20.081,9,1,0.7,62.49
13.796,15,0,1.0,44.47
1092.622,21,1,0.7,211.78
4.968,12,0,0.3,21.48
39.941,12,0,0.9,90.17
17.927,17,1,0.7,62.3
1943.467,13,0,0.7,305.71
16.96,0,0,0.7,48.83
15.895,18,1,0.9,60.69
18.759,20,1,0.3,72.95
1549.943,10,1,1.0,256.35
20.622,1,0,0.3,55.88
1500.208,3,0,1.0,238.79
28.648,18,1,1.0,105.06
16.27,5,0,0.7,44.56
1529.034,19,1,0.7,307.11
19.529,19,1,0.7,74.3
12.967,4,0,0.3,35.16
1306.391,8,1,0.3,258.3
4.63,7,0,1.0,24.57
1580.942,22,0,1.0,248.2
2305.739,13,0,1.0,358.92
21.14,0,0,0.9,55.82
558.36,10,1,0.3,134.98
1468.966,9,1,0.3,269.33
15.274,1,0,1.0,40.98
14.827,23,0,1.0,38.22
1153.241,9,1,0.9,213.33
7.096,1,0,1.0,23.98
15.227,15,0,0.9,39.0
14.999,23,0,0.9,38.54
24.77,17,1,0.9,92.95
9.273,8,1,0.9,41.63
24.071,0,0,1.0,52.6
16.988,23,0,0.9,44.27
901.091,4,0,0.7,197.24
9.781,6,0,1.0,33.26
9.997,10,1,0.3,47.86
3.044,13,0,0.7,22.39
1998.913,4,0,1.0,299.86
1.462,19,1,1.0,18.89
18.878,12,0,0.9,47.71
25.288,20,1,0.7,92.67
941.782,10,1,0.7,182.23
24.788,2,0,0.7,59.49
1359.338,7,0,1.0,246.41
0.921,20,1,0.3,16.3
17.085,2,0,0.9,46.49
14.363,13,0,1.0,40.88
515.891,14,0,1.0,148.32
13.674,19,1,1.0,44.81
12.755,22,0,1.0,39.74
22.147,1,0,0.7,57.25
15.816,2,0,0.9,45.62
20.308,20,1,1.0,83.52
22.505,16,0,1.0,62.34
4.382,18,1,0.9,30.46
15.11,1,0,1.0,43.38
27.798,7,0,1.0,59.04
3.404,7,0,1.0,16.65
18.133,5,0,0.3,50.7
1164.398,17,1,1.0,195.21
1630.185,16,0,1.0,230.86
1183.72,20,1,1.0,230.76
367.037,9,1,1.0,117.54
7.332,14,0,1.0,22.56
1563.994,16,0,0.7,231.94
529.869,1,0,0.3,132.47
13.589,23,0,0.3,49.81
8.038,16,0,1.0,26.19
436.69,10,1,1.0,143.4
16.718,5,0,1.0,43.09
8.492,11,1,1.0,39.84
549.307,4,0,0.7,173.27
22.388,21,1,0.7,86.88
11.574,22,0,0.3,31.72
2.212,4,0,1.0,16.0
4.352,9,1,0.7,23.79
15.358,15,0,0.7,38.81
19.445,10,1,1.0,75.85
30.236,3,0,0.7,62.67
1162.539,20,1,1.0,221.69
2005.518,5,0,0.7,316.74
13.287,8,1,0.9,54.39
18.681,11,1,0.9,64.65
30.296,3,0,0.9,70.16
1990.343,23,0,0.7,301.95
10.867,19,1,0.9,41.38
1359.679,9,1,0.3,255.37
21.328,6,0,0.7,52.26
22.799,8,1,1.0,83.48
8.871,14,0,0.9,26.92
6.567,3,0,1.0,26.18
14.402,16,0,1.0,42.1
1173.799,3,0,1.0,217.49
885.191,20,1,0.9,184.89
17.228,23,0,1.0,52.45
34.38,3,0,0.7,91.69
1569.743,23,0,1.0,285.23
12.376,13,0,0.9,31.21
1480.028,9,1,0.7,229.15
24.469,21,1,0.3,100.85
7.319,10,1,0.9,36.7
17.654,3,0,0.3,54.27
23.487,21,1,0.3,98.99
14.336,0,0,0.9,47.5
163.228,23,0,0.9,125.33
26.035,19,1,0.7,96.64
4.143,2,0,0.7,19.0
945.336,6,0,0.9,203.34
28.768,5,0,1.0,69.03
17.72,18,1,0.7,72.91
18.342,12,0,1.0,43.25
12.359,23,0,0.7,37.67
23.479,11,1,0.7,79.78
18.348,19,1,0.3,76.65
1549.738,16,0,1.0,286.46
1152.835,9,1,0.7,231.95
19.045,12,0,1.0,42.52
19.919,12,0,0.9,49.42
27.476,3,0,0.9,62.7
435.751,0,0,0.3,114.62
18.596,1,0,0.7,50.78
20.588,19,1,0.7,77.53
19.634,18,1,0.7,70.81
29.822,5,0,0.7,75.22
12.646,12,0,0.7,33.91
522.688,13,0,0.7,125.74
14.21,15,0,0.7,42.29
1902.97,8,1,1.0,301.44
2010.431,10,1,1.0,324.54
962.82,8,1,0.9,191.48
1460.68,20,1,1.0,264.0
13.336,0,0,0.7,41.39
19.425,11,1,0.3,83.41
1982.817,15,0,0.7,299.7
10.166,11,1,0.7,49.83
7.574,23,0,1.0,29.59
16.222,10,1,0.9,59.37
26.907,17,1,0.7,99.02
27.82,20,1,0.3,113.4
15.904,19,1,0.7,64.64
279.232,8,1,0.7,127.21
2313.032,22,0,0.9,338.82
28.632,10,1,0.7,99.97
22.17,9,1,0.7,81.48
277.466,4,0,0.9,144.6
6.203,15,0,0.3,28.78
26.1,8,1,0.3,108.02
15.27,13,0,0.9,47.55
23.439,20,1,0.3,91.36
13.815,0,0,0.7,39.14
7.892,6,0,0.3,29.38
1728.699,2,0,0.7,280.89
537.408,21,1,0.9,138.46
33.859,20,1,1.0,109.75
9.811,22,0,1.0,35.48
1256.102,2,0,0.9,227.5
535.634,3,0,0.7,155.2
18.369,21,1,0.3,70.77
7.044,4,0,0.7,24.74
5.613,14,0,0.3,20.72
600.098,1,0,0.3,165.83
15.16,15,0,1.0,47.65
23.379,7,0,0.9,55.57
12.079,5,0,0.9,36.19
531.855,12,0,1.0,120.65
19.204,22,0,1.0,47.52
6.104,6,0,0.3,29.73
23.768,19,1,0.9,85.41
24.738,15,0,0.7,62.71
1228.661,2,0,1.0,207.8
16.366,22,0,0.7,49.89
1558.877,6,0,0.7,281.82
1462.846,20,1,0.9,260.52
27.846,13,0,0.7,69.31
21.514,21,1,0.9,71.47
15.955,7,0,1.0,40.34
10.992,9,1,1.0,50.22
8.336,9,1,1.0,34.28
14.323,17,1,0.9,59.83
1028.335,0,0,0.9,185.31
29.488,13,0,0.7,68.81
169.812,6,0,0.3,103.62
2.467,15,0,1.0,14.47
1076.785,18,1,0.7,196.05
858.455,19,1,1.0,188.05
6.987,15,0,1.0,29.62
16.683,4,0,0.7,42.66
15.531,7,0,1.0,41.42
8.273,0,0,0.7,33.67
234.18,1,0,1.0,107.6
1980.229,10,1,0.3,318.68
9.666,17,1,1.0,45.11
14.863,17,1,0.3,59.4
1323.384,16,0,0.7,214.1
5.928,5,0,0.7,24.86
1594.555,12,0,1.0,274.58
452.54,21,1,1.0,115.74
9.193,18,1,0.3,39.62
28.032,12,0,0.9,62.84
2080.576,5,0,0.3,358.51
16.871,5,0,1.0,44.6
10.065,21,1,0.9,41.8
1979.147,5,0,0.7,357.36
1319.826,8,1,1.0,216.23
10.986,22,0,0.9,36.63
1184.457,7,0,1.0,198.91
11.383,0,0,1.0,27.33
18.345,13,0,0.7,49.55
1301.633,10,1,0.3,244.98
1104.588,16,0,1.0,206.09
1575.906,16,0,0.9,257.66
21.548,4,0,0.9,57.1
436.96,0,0,0.7,112.0
416.251,12,0,1.0,139.94
30.343,9,1,1.0,105.02
10.2,19,1,0.7,39.2
483.225,11,1,0.9,123.5
472.694,11,1,0.3,118.91
23.367,4,0,1.0,50.42
22.147,13,0,0.7,49.26
937.036,14,0,0.9,190.69
918.153,3,0,0.3,212.03
590.568,16,0,1.0,154.1
942.105,7,0,0.7,222.62
8.883,17,1,0.3,38.73
27.644,1,0,0.3,66.25
24.434,18,1,0.7,89.01
21.682,11,1,0.7,80.85
19.042,9,1,1.0,57.26
14.664,12,0,1.0,36.26
15.778,21,1,1.0,59.21
24.551,3,0,1.0,51.09
5.929,12,0,0.7,20.09
2.21,9,1,0.7,20.8
28.223,6,0,0.3,69.88
14.065,23,0,0.7,40.74
831.369,15,0,1.0,179.68
12.691,0,0,0.9,37.89
1184.1,2,0,0.3,262.36
11.257,1,0,1.0,30.95
34.5,2,0,0.7,74.45
899.618,16,0,0.7,172.45
29.438,7,0,0.7,69.63
18.69,14,0,0.9,46.42
31.829,5,0,0.9,82.65
4.225,18,1,0.3,28.85
9.543,4,0,0.7,35.65
28.317,19,1,1.0,101.57
10.931,8,1,0.7,42.72
10.978,15,0,0.3,35.59
557.649,13,0,0.9,167.22
498.161,8,1,0.9,155.37
19.653,12,0,1.0,46.7
7.398,3,0,0.3,35.76
559.299,18,1,0.9,153.01
